"filename", "language", "JSON", "Markdown", "UnityAssemblyDefinition", "C#", "UnityShader", "CSV", "XML", "comment", "blank", "total"
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\Property\Matrix4x4Property.cs", "C#", 0, 0, 0, 211, 0, 0, 0, 5, 20, 236
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\Property\QuaternionProperty.cs", "C#", 0, 0, 0, 114, 0, 0, 0, 5, 20, 139
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\Property\Rigidbody2DProperty.cs", "C#", 0, 0, 0, 189, 0, 0, 0, 5, 19, 213
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\Property\RigidbodyProperty.cs", "C#", 0, 0, 0, 215, 0, 0, 0, 5, 19, 239
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\Property\SpriteProperty.cs", "C#", 0, 0, 0, 97, 0, 0, 0, 5, 19, 121
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\Property\TextureProperty.cs", "C#", 0, 0, 0, 117, 0, 0, 0, 5, 19, 141
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\Property\TransformProperty.cs", "C#", 0, 0, 0, 197, 0, 0, 0, 8, 18, 223
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\Property\Vector2Property.cs", "C#", 0, 0, 0, 96, 0, 0, 0, 5, 20, 121
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\Property\Vector3Property.cs", "C#", 0, 0, 0, 103, 0, 0, 0, 5, 20, 128
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\Property\Vector4Property.cs", "C#", 0, 0, 0, 109, 0, 0, 0, 5, 21, 135
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\PunchPosition.cs", "C#", 0, 0, 0, 50, 0, 0, 0, 5, 12, 67
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\PunchRotation.cs", "C#", 0, 0, 0, 50, 0, 0, 0, 5, 12, 67
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\PunchScale.cs", "C#", 0, 0, 0, 47, 0, 0, 0, 5, 11, 63
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\Quit.cs", "C#", 0, 0, 0, 22, 0, 0, 0, 6, 6, 34
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\RandomFloat.cs", "C#", 0, 0, 0, 44, 0, 0, 0, 5, 12, 61
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\RandomInteger.cs", "C#", 0, 0, 0, 44, 0, 0, 0, 5, 12, 61
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\ReadTextFile.cs", "C#", 0, 0, 0, 49, 0, 0, 0, 5, 13, 67
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\Reset.cs", "C#", 0, 0, 0, 26, 0, 0, 0, 5, 7, 38
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\ResetAnimTrigger.cs", "C#", 0, 0, 0, 61, 0, 0, 0, 5, 16, 82
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\Rigidbody2D\AddForce2D.cs", "C#", 0, 0, 0, 67, 0, 0, 0, 5, 16, 88
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\Rigidbody2D\AddTorque2D.cs", "C#", 0, 0, 0, 43, 0, 0, 0, 5, 11, 59
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\Rigidbody2D\StopMotionRigidBody2D.cs", "C#", 0, 0, 0, 56, 0, 0, 0, 5, 11, 72
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\RotateAdd.cs", "C#", 0, 0, 0, 51, 0, 0, 0, 5, 12, 68
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\RotateFrom.cs", "C#", 0, 0, 0, 66, 0, 0, 0, 5, 14, 85
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\RotateTo.cs", "C#", 0, 0, 0, 66, 0, 0, 0, 5, 14, 85
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\SavePoint.cs", "C#", 0, 0, 0, 121, 0, 0, 0, 25, 30, 176
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\SaveVariable.cs", "C#", 0, 0, 0, 98, 0, 0, 0, 9, 18, 125
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\Say.cs", "C#", 0, 0, 0, 138, 0, 0, 0, 18, 45, 201
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\ScaleAdd.cs", "C#", 0, 0, 0, 48, 0, 0, 0, 5, 11, 64
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\ScaleFrom.cs", "C#", 0, 0, 0, 63, 0, 0, 0, 5, 13, 81
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\ScaleTo.cs", "C#", 0, 0, 0, 63, 0, 0, 0, 5, 13, 81
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\Scene\ReloadScene.cs", "C#", 0, 0, 0, 27, 0, 0, 0, 5, 6, 38
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\SendMessage.cs", "C#", 0, 0, 0, 77, 0, 0, 0, 14, 18, 109
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\SetActive.cs", "C#", 0, 0, 0, 55, 0, 0, 0, 5, 15, 75
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\SetAnimBool.cs", "C#", 0, 0, 0, 63, 0, 0, 0, 5, 17, 85
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\SetAnimFloat.cs", "C#", 0, 0, 0, 63, 0, 0, 0, 5, 17, 85
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\SetAnimInteger.cs", "C#", 0, 0, 0, 63, 0, 0, 0, 5, 17, 85
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\SetAnimTrigger.cs", "C#", 0, 0, 0, 60, 0, 0, 0, 5, 16, 81
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\SetAudioPitch.cs", "C#", 0, 0, 0, 44, 0, 0, 0, 5, 12, 61
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\SetAudioVolume.cs", "C#", 0, 0, 0, 43, 0, 0, 0, 5, 11, 59
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\SetClickable2D.cs", "C#", 0, 0, 0, 41, 0, 0, 0, 5, 12, 58
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\SetCollider.cs", "C#", 0, 0, 0, 87, 0, 0, 0, 8, 18, 113
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\SetDraggable2D.cs", "C#", 0, 0, 0, 41, 0, 0, 0, 5, 11, 57
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\SetInteractable.cs", "C#", 0, 0, 0, 90, 0, 0, 0, 5, 16, 111
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\SetLanguage.cs", "C#", 0, 0, 0, 51, 0, 0, 0, 7, 15, 73
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\SetLayerOrder.cs", "C#", 0, 0, 0, 51, 0, 0, 0, 5, 12, 68
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\SetMenuDialog.cs", "C#", 0, 0, 0, 35, 0, 0, 0, 5, 9, 49
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\SetMouseCursor.cs", "C#", 0, 0, 0, 42, 0, 0, 0, 7, 13, 62
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\SetSaveProfile.cs", "C#", 0, 0, 0, 32, 0, 0, 0, 8, 10, 50
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\SetSayDialog.cs", "C#", 0, 0, 0, 35, 0, 0, 0, 5, 9, 49
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\SetSliderValue.cs", "C#", 0, 0, 0, 41, 0, 0, 0, 5, 11, 57
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\SetSprite.cs", "C#", 0, 0, 0, 65, 0, 0, 0, 7, 16, 88
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\SetSpriteOrder.cs", "C#", 0, 0, 0, 69, 0, 0, 0, 6, 16, 91
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\SetText.cs", "C#", 0, 0, 0, 95, 0, 0, 0, 7, 28, 130
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\SetToggleState.cs", "C#", 0, 0, 0, 41, 0, 0, 0, 5, 11, 57
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\SetUIImage.cs", "C#", 0, 0, 0, 66, 0, 0, 0, 6, 15, 87
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\SetVariable.cs", "C#", 0, 0, 0, 193, 0, 0, 0, 9, 44, 246
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\ShakeCamera.cs", "C#", 0, 0, 0, 55, 0, 0, 0, 5, 12, 72
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\ShakePosition.cs", "C#", 0, 0, 0, 64, 0, 0, 0, 5, 13, 82
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\ShakeRotation.cs", "C#", 0, 0, 0, 50, 0, 0, 0, 5, 12, 67
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\ShakeScale.cs", "C#", 0, 0, 0, 47, 0, 0, 0, 5, 11, 63
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\ShowSprite.cs", "C#", 0, 0, 0, 74, 0, 0, 0, 5, 17, 96
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\SpawnObject.cs", "C#", 0, 0, 0, 109, 0, 0, 0, 5, 26, 140
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\StartSwipe.cs", "C#", 0, 0, 0, 62, 0, 0, 0, 5, 16, 83
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\Stop.cs", "C#", 0, 0, 0, 21, 0, 0, 0, 5, 5, 31
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\StopAmbiance.cs", "C#", 0, 0, 0, 23, 0, 0, 0, 5, 7, 35
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\StopBlock.cs", "C#", 0, 0, 0, 53, 0, 0, 0, 5, 14, 72
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\StopFlowchart.cs", "C#", 0, 0, 0, 44, 0, 0, 0, 8, 12, 64
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\StopMusic.cs", "C#", 0, 0, 0, 23, 0, 0, 0, 5, 7, 35
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\StopSwipe.cs", "C#", 0, 0, 0, 23, 0, 0, 0, 5, 7, 35
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\StopTween.cs", "C#", 0, 0, 0, 37, 0, 0, 0, 5, 10, 52
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\StopTweens.cs", "C#", 0, 0, 0, 18, 0, 0, 0, 5, 4, 27
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\ThrowException.cs", "C#", 0, 0, 0, 44, 0, 0, 0, 5, 10, 59
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\ToString.cs", "C#", 0, 0, 0, 45, 0, 0, 0, 7, 11, 63
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\TweenUI.cs", "C#", 0, 0, 0, 113, 0, 0, 0, 6, 23, 142
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\VariableCondition.cs", "C#", 0, 0, 0, 273, 0, 0, 0, 11, 54, 338
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\Vector3\Vector3Arithmetic.cs", "C#", 0, 0, 0, 70, 0, 0, 0, 5, 10, 85
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\Vector3\Vector3Fields.cs", "C#", 0, 0, 0, 59, 0, 0, 0, 5, 13, 77
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\Vector3\Vector3Normalise.cs", "C#", 0, 0, 0, 37, 0, 0, 0, 5, 8, 50
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\Vector3\Vector3ToVector2.cs", "C#", 0, 0, 0, 40, 0, 0, 0, 5, 12, 57
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\Wait.cs", "C#", 0, 0, 0, 48, 0, 0, 0, 5, 13, 66
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\WaitFrames.cs", "C#", 0, 0, 0, 44, 0, 0, 0, 5, 10, 59
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\While.cs", "C#", 0, 0, 0, 14, 0, 0, 0, 5, 4, 23
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\Write.cs", "C#", 0, 0, 0, 122, 0, 0, 0, 13, 30, 165
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Commands\iTweenCommand.cs", "C#", 0, 0, 0, 108, 0, 0, 0, 13, 27, 148
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Components\Block.cs", "C#", 0, 0, 0, 304, 0, 0, 0, 104, 77, 485
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Components\CameraManager.cs", "C#", 0, 0, 0, 310, 0, 0, 0, 47, 69, 426
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Components\Character.cs", "C#", 0, 0, 0, 117, 0, 0, 0, 49, 38, 204
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Components\Clickable2D.cs", "C#", 0, 0, 0, 92, 0, 0, 0, 11, 29, 132
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Components\Command.cs", "C#", 0, 0, 0, 164, 0, 0, 0, 128, 44, 336
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Components\CommandCopyBuffer.cs", "C#", 0, 0, 0, 53, 0, 0, 0, 11, 11, 75
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Components\CustomTag.cs", "C#", 0, 0, 0, 35, 0, 0, 0, 17, 14, 66
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Components\DialogInput.cs", "C#", 0, 0, 0, 132, 0, 0, 0, 29, 28, 189
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Components\Draggable2D.cs", "C#", 0, 0, 0, 224, 0, 0, 0, 16, 61, 301
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Components\EventHandler.cs", "C#", 0, 0, 0, 57, 0, 0, 0, 23, 16, 96
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Components\Flowchart.cs", "C#", 0, 0, 0, 969, 0, 0, 0, 267, 181, 1417
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Components\FungusManager.cs", "C#", 0, 0, 0, 69, 0, 0, 0, 35, 17, 121
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Components\FungusState.cs", "C#", 0, 0, 0, 12, 0, 0, 0, 9, 5, 26
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Components\Localization.cs", "C#", 0, 0, 0, 405, 0, 0, 0, 95, 87, 587
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Components\MenuDialog.cs", "C#", 0, 0, 0, 281, 0, 0, 0, 86, 65, 432
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Components\MusicManager.cs", "C#", 0, 0, 0, 132, 0, 0, 0, 42, 19, 193
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Components\NarrativeLog.cs", "C#", 0, 0, 0, 105, 0, 0, 0, 36, 22, 163
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Components\NarrativeLogEntryDisplay.cs", "C#", 0, 0, 0, 33, 0, 0, 0, 13, 4, 50
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Components\NarrativeLogEntryUI.cs", "C#", 0, 0, 0, 69, 0, 0, 0, 12, 13, 94
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Components\NarrativeLogMenu.cs", "C#", 0, 0, 0, 146, 0, 0, 0, 10, 37, 193
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Components\Node.cs", "C#", 0, 0, 0, 16, 0, 0, 0, 5, 5, 26
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Components\Parallax.cs", "C#", 0, 0, 0, 45, 0, 0, 0, 26, 14, 85
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Components\PortraitController.cs", "C#", 0, 0, 0, 419, 0, 0, 0, 134, 107, 660
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Components\SaveData.cs", "C#", 0, 0, 0, 53, 0, 0, 0, 13, 15, 81
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Components\SaveManager.cs", "C#", 0, 0, 0, 206, 0, 0, 0, 75, 44, 325
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Components\SaveMenu.cs", "C#", 0, 0, 0, 228, 0, 0, 0, 35, 61, 324
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Components\SayDialog.cs", "C#", 0, 0, 0, 402, 0, 0, 0, 77, 74, 553
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Components\SceneLoader.cs", "C#", 0, 0, 0, 69, 0, 0, 0, 22, 23, 114
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Components\SelectOnEnable.cs", "C#", 0, 0, 0, 18, 0, 0, 0, 5, 5, 28
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Components\SpriteFader.cs", "C#", 0, 0, 0, 91, 0, 0, 0, 15, 16, 122
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Components\Stage.cs", "C#", 0, 0, 0, 87, 0, 0, 0, 46, 34, 167
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Components\Variable.cs", "C#", 0, 0, 0, 216, 0, 0, 0, 74, 39, 329
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Components\View.cs", "C#", 0, 0, 0, 23, 0, 0, 0, 16, 10, 49
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Components\Writer.cs", "C#", 0, 0, 0, 781, 0, 0, 0, 74, 168, 1023
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Components\WriterAudio.cs", "C#", 0, 0, 0, 203, 0, 0, 0, 22, 44, 269
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\AnyVariableAndDataPairDrawer.cs", "C#", 0, 0, 0, 67, 0, 0, 0, 10, 15, 92
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\AssetModProcessor.cs", "C#", 0, 0, 0, 32, 0, 0, 0, 6, 6, 44
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\BasePopupWindowContent.cs", "C#", 0, 0, 0, 201, 0, 0, 0, 26, 38, 265
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\BlockEditor.cs", "C#", 0, 0, 0, 735, 0, 0, 0, 53, 165, 953
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\BlockInspector.cs", "C#", 0, 0, 0, 195, 0, 0, 0, 30, 45, 270
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\BlockReferenceDrawer.cs", "C#", 0, 0, 0, 41, 0, 0, 0, 6, 9, 56
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\CallEditor.cs", "C#", 0, 0, 0, 49, 0, 0, 0, 2, 14, 65
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\CameraMenuItems.cs", "C#", 0, 0, 0, 13, 0, 0, 0, 2, 2, 17
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\CharacterEditor.cs", "C#", 0, 0, 0, 68, 0, 0, 0, 2, 16, 86
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\CommandEditor.cs", "C#", 0, 0, 0, 213, 0, 0, 0, 19, 51, 283
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\CommandListAdaptor.cs", "C#", 0, 0, 0, 320, 0, 0, 0, 17, 51, 388
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\ControlAudioEditor.cs", "C#", 0, 0, 0, 47, 0, 0, 0, 2, 8, 57
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\CustomGUI.cs", "C#", 0, 0, 0, 33, 0, 0, 0, 5, 4, 42
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\CustomVariableDrawerLookup.cs", "C#", 0, 0, 0, 38, 0, 0, 0, 17, 3, 58
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\DialogInputEditor.cs", "C#", 0, 0, 0, 5, 0, 0, 0, 5, 1, 11
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\EditorExtensions.cs", "C#", 0, 0, 0, 57, 0, 0, 0, 26, 9, 92
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\EditorZoomArea.cs", "C#", 0, 0, 0, 83, 0, 0, 0, 4, 17, 104
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\EnumFlagDrawer.cs", "C#", 0, 0, 0, 39, 0, 0, 0, 8, 8, 55
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\EventHandlerEditor.cs", "C#", 0, 0, 0, 57, 0, 0, 0, 8, 14, 79
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\EventWindow.cs", "C#", 0, 0, 0, 65, 0, 0, 0, 3, 9, 77
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\ExportReferenceDocs.cs", "C#", 0, 0, 0, 179, 0, 0, 0, 12, 35, 226
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\FlowchartEditor.cs", "C#", 0, 0, 0, 140, 0, 0, 0, 18, 39, 197
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\FlowchartMenuItems.cs", "C#", 0, 0, 0, 70, 0, 0, 0, 4, 15, 89
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\FlowchartWindow.cs", "C#", 0, 0, 0, 1770, 0, 0, 0, 100, 332, 2202
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\FungusEditor.asmdef", "UnityAssemblyDefinition", 0, 0, 17, 0, 0, 0, 0, 0, 0, 17
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\FungusEditorPreferences.cs", "C#", 0, 0, 0, 97, 0, 0, 0, 18, 17, 132
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\FungusEditorResources.cs", "C#", 0, 0, 0, 198, 0, 0, 0, 6, 31, 235
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\FungusEditorResourcesGenerated.cs", "C#", 0, 0, 0, 44, 0, 0, 0, 2, 5, 51
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\GenerateVariableHelper.cs", "C#", 0, 0, 0, 576, 0, 0, 0, 80, 126, 782
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\GenerateVariableWindow.cs", "C#", 0, 0, 0, 120, 0, 0, 0, 12, 21, 153
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\HierarchyIcons.cs", "C#", 0, 0, 0, 53, 0, 0, 0, 20, 15, 88
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\InvokeEventEditor.cs", "C#", 0, 0, 0, 66, 0, 0, 0, 2, 9, 77
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\InvokeMethodEditor.cs", "C#", 0, 0, 0, 371, 0, 0, 0, 5, 76, 452
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\LabelEditor.cs", "C#", 0, 0, 0, 59, 0, 0, 0, 2, 18, 79
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\LocalizationEditor.cs", "C#", 0, 0, 0, 91, 0, 0, 0, 2, 28, 121
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\LuaScriptedImporter.cs", "C#", 0, 0, 0, 17, 0, 0, 0, 2, 3, 22
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\MenuEditor.cs", "C#", 0, 0, 0, 59, 0, 0, 0, 2, 14, 75
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\MenuTimerEditor.cs", "C#", 0, 0, 0, 32, 0, 0, 0, 2, 10, 44
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\NarrativeMenuItems.cs", "C#", 0, 0, 0, 55, 0, 0, 0, 3, 10, 68
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\PopupContent\CommandSelectorPopupWindowContent.cs", "C#", 0, 0, 0, 135, 0, 0, 0, 13, 35, 183
"h:\unity\SE-LOCM\SE_LOCM\Assets\Fungus\Scripts\Editor\PopupContent\EventSelectorPopupWindowContent.cs", "C#", 0, 0, 0, 131, 0, 0, 0, 10, 25, 166
